val_loss,val_accuracy,loss,accuracy
0.1612502012014389,0.9631999731063843,0.4318632498105367,0.88165
0.18028971868753432,0.9581000208854675,0.1495049451669057,0.9691833
0.16880863550901412,0.9591000080108643,0.12467716519832611,0.97685
0.12788442825675012,0.9740999937057495,0.11059250636895497,0.98116666
0.09704556893110275,0.9835000038146973,0.10059393918116888,0.98408335
0.0998479784309864,0.984000027179718,0.095740440483888,0.98535
0.09180362190008164,0.9857000112533569,0.08885504900217056,0.98765
0.17062653247714044,0.9574999809265137,0.08562815086841584,0.9885833
0.14848845591545104,0.9642999768257141,0.08175369844436646,0.9897
0.08472233088612556,0.9882000088691711,0.07830750081936519,0.9906667
0.08254136620759964,0.9879999756813049,0.0763709644039472,0.9909667
0.08089827851057052,0.9891999959945679,0.07359900649388632,0.9917
0.09327959098815918,0.9855999946594238,0.07067167269388834,0.99275
0.09383688635826111,0.9851999878883362,0.0687586927930514,0.99331665
0.08048311746120453,0.9890999794006348,0.06733142188390095,0.99376667
0.08154632915854454,0.9879999756813049,0.06572457560102145,0.99408334
0.08768728374242783,0.9866999983787537,0.06370718773206074,0.9946167
0.08282066911458968,0.9882000088691711,0.062029566391309104,0.99505
