val_loss,val_accuracy,loss,accuracy
2.3657084362030028,0.1046999990940094,2.3668894744873046,0.09798333
2.3557779972076416,0.11840000003576279,2.357163676452637,0.11203333
2.345725854873657,0.13439999520778656,2.3473805587768553,0.12751667
2.3355862083435057,0.1501999944448471,2.3375210912068685,0.14308333
2.3253065563201902,0.16369999945163727,2.3275795075734456,0.16031666
2.3149712017059327,0.18119999766349792,2.3175262007395427,0.17728333
2.3045209381103517,0.19939999282360077,2.3073719020843506,0.19308333
2.2939747863769533,0.2159000039100647,2.297130426152547,0.20865
2.283370923995972,0.22939999401569366,2.2867799434661866,0.22391666
2.2726722118377687,0.24529999494552612,2.2763144934336346,0.2399
2.261961362838745,0.26019999384880066,2.265777258046468,0.25675
2.2510970085144044,0.2777999937534332,2.255139963022868,0.2737
2.2401813373565673,0.2953999936580658,2.244426250330607,0.29111665
2.229166547012329,0.3125999867916107,2.2335799924214683,0.30955
2.2180488185882568,0.335099995136261,2.222680638631185,0.3297
2.2068522636413572,0.3587999939918518,2.2116860248565673,0.35146666
2.1956404933929443,0.3797000050544739,2.2006499996185305,0.374
2.1843029598236083,0.4050000011920929,2.189550338236491,0.3962
2.172875779342651,0.42890000343322754,2.17837567392985,0.4173
2.1614245388031006,0.4523000121116638,2.1671544802347817,0.44055
2.149912781906128,0.47620001435279846,2.1558475275675457,0.4639
2.1383660350799563,0.49779999256134033,2.1445089150746663,0.48735
2.126794878768921,0.521399974822998,2.1331186496734618,0.51086664
2.115174271392822,0.5453000068664551,2.1217188865661623,0.5334333
2.1035077785491945,0.5701000094413757,2.1102629713694254,0.5567
2.0918341918945313,0.5921000242233276,2.0987700892130534,0.57816666
2.080136849975586,0.6136999726295471,2.0872781414031985,0.5986
2.0684248416900637,0.6310999989509583,2.0757743773142496,0.6194
2.0567178283691407,0.6481999754905701,2.064271263504028,0.63666666
2.0450160795211794,0.6632000207901001,2.0527655029296876,0.6526167
2.0333413356781005,0.6739000082015991,2.0412746966044106,0.6662167
2.02175770072937,0.6866000294685364,2.0298445035298665,0.6775333
2.0103072580337527,0.6987000107765198,2.0185283228556314,0.68806666
1.9988821594238282,0.7095999717712402,2.007248888397217,0.69835
1.9876055850982666,0.718999981880188,1.996096604792277,0.70811665
1.9764072595596314,0.728600025177002,1.9850582657496134,0.71748334
1.9653588771820067,0.7371000051498413,1.9741257444381715,0.7263167
1.9545253517150878,0.746999979019165,1.9633678316752117,0.7348833
1.9438968502044678,0.7544999718666077,1.9528184347788493,0.74383336
1.933338850402832,0.7608000040054321,1.9424066593805949,0.75158334
1.9230545824050904,0.7685999870300293,1.9321893424987793,0.75875
1.9130906047821046,0.7752000093460083,1.9222393156051636,0.76498336
1.9032695127487183,0.7822999954223633,1.9125180375417075,0.77135
1.8937630319595338,0.7875000238418579,1.9029914391199747,0.77706665
1.8845315074920654,0.7937999963760376,1.8937640242258709,0.78176665
1.8754294294357299,0.7982000112533569,1.8847442607243856,0.7867
1.8667031774520875,0.801800012588501,1.8759418548583984,0.7912833
1.8581982234954835,0.8069999814033508,1.8674588076909384,0.79605
1.85006060256958,0.8115000128746033,1.8592371699651082,0.80046666
1.842210410308838,0.8151999711990356,1.851347148768107,0.8045667
1.8346523986816405,0.8177000284194946,1.8437656240463256,0.8086
1.8272813276290893,0.8210999965667725,1.836417662493388,0.8124
1.8202013801574708,0.8245999813079834,1.8293303948084514,0.81588334
1.8134146688461303,0.8267999887466431,1.8225275246302286,0.8193833
1.8068192958831788,0.8309999704360962,1.815906033706665,0.82238334
1.8005379808425903,0.8352000117301941,1.8095772221883137,0.82445
1.7944142137527466,0.8370000123977661,1.803497128168742,0.82746667
1.7885244249343872,0.8393999934196472,1.7975696597417197,0.83016664
1.7829087455749513,0.8416000008583069,1.7918989301045736,0.8322333
1.7775247755050658,0.8438000082969666,1.7864541040420532,0.8344833
1.7723058629989623,0.8458999991416931,1.7812471612930298,0.83701664
1.7673446678161622,0.8472999930381775,1.7762288496017455,0.83898336
1.7624911170959472,0.8503999710083008,1.771358038075765,0.8408167
1.7578043815612794,0.8513000011444092,1.7666237729390462,0.84286666
1.753292031097412,0.8528000116348267,1.7620738750457763,0.8448667
1.7489682823181152,0.8540999889373779,1.7577275787353515,0.8465833
1.7447939435958861,0.8560000061988831,1.7535220829645792,0.8483667
1.7407470602035522,0.857699990272522,1.749437224896749,0.8505333
1.7369070875167847,0.8592000007629395,1.7455315673192342,0.8521
1.7331415058135986,0.8611000180244446,1.7417517919540406,0.8537167
1.7295922010421754,0.8615999817848206,1.738105591583252,0.8555167
