checktype,current_epoch,issue_list,time_usage,Describe
batch,0,[],0.7869019508361816,No Issue now
batch,0,[],2.02759051322937,No Issue now
batch,0,[],3.265289306640625,No Issue now
batch,0,[],4.573798894882202,No Issue now
batch,0,[],5.766618251800537,No Issue now
batch,0,[],7.042214393615723,No Issue now
batch,0,[],8.306841373443604,No Issue now
batch,0,[],9.495669841766357,No Issue now
batch,0,[],10.847065448760986,No Issue now
batch,0,[],12.06880807876587,No Issue now
batch,0,[],13.333433628082275,No Issue now
batch,0,[],14.68782091140747,No Issue now
batch,0,[],15.878644466400146,No Issue now
batch,0,[],17.114348888397217,No Issue now
batch,0,[],18.457765340805054,No Issue now
batch,0,[],19.651580095291138,No Issue now
batch,0,[],20.912217617034912,No Issue now
batch,0,[],22.22970461845398,No Issue now
batch,0,[],23.469398260116577,No Issue now
batch,0,[],24.76593780517578,No Issue now
batch,0,[],26.07746148109436,No Issue now
batch,0,[],27.312166690826416,No Issue now
