,,,num_fault,vl_opt,lb_opt,vl_lr,lb_lr,vl_act,lb_act,vl_loss,lb_loss,vl_epoch,lb_epoch,ft_val_loss,ft_val_accuracy,ft_loss,ft_accuracy,time,autoTrainer,ft_not_converge_mean,ft_not_converge_std,ft_not_converge_skew,ft_not_converge_median,ft_not_converge_var,ft_not_converge_sem,ft_not_converge_max,ft_not_converge_min,ft_unstable_loss_mean,ft_unstable_loss_std,ft_unstable_loss_skew,ft_unstable_loss_median,ft_unstable_loss_var,ft_unstable_loss_sem,ft_unstable_loss_max,ft_unstable_loss_min,ft_nan_loss_mean,ft_nan_loss_std,ft_nan_loss_skew,ft_nan_loss_median,ft_nan_loss_var,ft_nan_loss_sem,ft_nan_loss_max,ft_nan_loss_min,ft_test_not_well_mean,ft_test_not_well_std,ft_test_not_well_skew,ft_test_not_well_median,ft_test_not_well_var,ft_test_not_well_sem,ft_test_not_well_max,ft_test_not_well_min,ft_test_turn_bad_mean,ft_test_turn_bad_std,ft_test_turn_bad_skew,ft_test_turn_bad_median,ft_test_turn_bad_var,ft_test_turn_bad_sem,ft_test_turn_bad_max,ft_test_turn_bad_min,ft_sc_accuracy_mean,ft_sc_accuracy_std,ft_sc_accuracy_skew,ft_sc_accuracy_median,ft_sc_accuracy_var,ft_sc_accuracy_sem,ft_sc_accuracy_max,ft_sc_accuracy_min,ft_died_relu_mean,ft_died_relu_std,ft_died_relu_skew,ft_died_relu_median,ft_died_relu_var,ft_died_relu_sem,ft_died_relu_max,ft_died_relu_min,ft_vanish_gradient_mean,ft_vanish_gradient_std,ft_vanish_gradient_skew,ft_vanish_gradient_median,ft_vanish_gradient_var,ft_vanish_gradient_sem,ft_vanish_gradient_max,ft_vanish_gradient_min,ft_explode_gradient_mean,ft_explode_gradient_std,ft_explode_gradient_skew,ft_explode_gradient_median,ft_explode_gradient_var,ft_explode_gradient_sem,ft_explode_gradient_max,ft_explode_gradient_min,ft_nan_gradient_mean,ft_nan_gradient_std,ft_nan_gradient_skew,ft_nan_gradient_median,ft_nan_gradient_var,ft_nan_gradient_sem,ft_nan_gradient_max,ft_nan_gradient_min,ft_large_weight_mean,ft_large_weight_std,ft_large_weight_skew,ft_large_weight_median,ft_large_weight_var,ft_large_weight_sem,ft_large_weight_max,ft_large_weight_min,ft_nan_weight_mean,ft_nan_weight_std,ft_nan_weight_skew,ft_nan_weight_median,ft_nan_weight_var,ft_nan_weight_sem,ft_nan_weight_max,ft_nan_weight_min,ft_weight_change_little_mean,ft_weight_change_little_std,ft_weight_change_little_skew,ft_weight_change_little_median,ft_weight_change_little_var,ft_weight_change_little_sem,ft_weight_change_little_max,ft_weight_change_little_min,ft_decrease_acc_mean,ft_decrease_acc_std,ft_decrease_acc_skew,ft_decrease_acc_median,ft_decrease_acc_var,ft_decrease_acc_sem,ft_decrease_acc_max,ft_decrease_acc_min,ft_increase_loss_mean,ft_increase_loss_std,ft_increase_loss_skew,ft_increase_loss_median,ft_increase_loss_var,ft_increase_loss_sem,ft_increase_loss_max,ft_increase_loss_min,ft_cons_mean_weight_mean,ft_cons_mean_weight_std,ft_cons_mean_weight_skew,ft_cons_mean_weight_median,ft_cons_mean_weight_var,ft_cons_mean_weight_sem,ft_cons_mean_weight_max,ft_cons_mean_weight_min,ft_cons_std_weight_mean,ft_cons_std_weight_std,ft_cons_std_weight_skew,ft_cons_std_weight_median,ft_cons_std_weight_var,ft_cons_std_weight_sem,ft_cons_std_weight_max,ft_cons_std_weight_min,ft_nan_acc_mean,ft_nan_acc_std,ft_nan_acc_skew,ft_nan_acc_median,ft_nan_acc_var,ft_nan_acc_sem,ft_nan_acc_max,ft_nan_acc_min,ft_NC0.1_mean,ft_NC0.1_std,ft_NC0.1_skew,ft_NC0.1_median,ft_NC0.1_var,ft_NC0.1_sem,ft_NC0.1_max,ft_NC0.1_min,ft_NC0.3_mean,ft_NC0.3_std,ft_NC0.3_skew,ft_NC0.3_median,ft_NC0.3_var,ft_NC0.3_sem,ft_NC0.3_max,ft_NC0.3_min,ft_NC0.5_mean,ft_NC0.5_std,ft_NC0.5_skew,ft_NC0.5_median,ft_NC0.5_var,ft_NC0.5_sem,ft_NC0.5_max,ft_NC0.5_min,ft_NC0.7_mean,ft_NC0.7_std,ft_NC0.7_skew,ft_NC0.7_median,ft_NC0.7_var,ft_NC0.7_sem,ft_NC0.7_max,ft_NC0.7_min,ft_NC0.9_mean,ft_NC0.9_std,ft_NC0.9_skew,ft_NC0.9_median,ft_NC0.9_var,ft_NC0.9_sem,ft_NC0.9_max,ft_NC0.9_min,ft_TKNC_mean,ft_TKNC_std,ft_TKNC_skew,ft_TKNC_median,ft_TKNC_var,ft_TKNC_sem,ft_TKNC_max,ft_TKNC_min,ft_TKNP_mean,ft_TKNP_std,ft_TKNP_skew,ft_TKNP_median,ft_TKNP_var,ft_TKNP_sem,ft_TKNP_max,ft_TKNP_min,ft_KMNC_mean,ft_KMNC_std,ft_KMNC_skew,ft_KMNC_median,ft_KMNC_var,ft_KMNC_sem,ft_KMNC_max,ft_KMNC_min,ft_NBC_mean,ft_NBC_std,ft_NBC_skew,ft_NBC_median,ft_NBC_var,ft_NBC_sem,ft_NBC_max,ft_NBC_min,ft_SNAC_mean,ft_SNAC_std,ft_SNAC_skew,ft_SNAC_median,ft_SNAC_var,ft_SNAC_sem,ft_SNAC_max,ft_SNAC_min,is_kill,is_faulty,impact_val_acc
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,act_softplus,1,1,,0,,0,softplus,1,,0,,0,0.347598251,0.913800001,0.370853373,0.9053,12.26917203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,13.45850338,0.158022165,19,181.1313131,1.345850338,41,0,18.22,10.50404444,0.378163129,16,110.3349495,1.050404444,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079122074,0.694485857,0.657380016,0.758023935,0.482310605,0.069448586,2.419422,0.30807507,0.697265625,0.239954564,-1.105180295,0.81640625,0.057578193,0.023995456,0.9296875,0.1015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986498108,0.001158777,-0.227552129,0.986326109,1.34E-06,0.000366437,0.987788098,0.984520124,0.921998624,0.01822162,-0.744856892,0.929050568,0.000332027,0.005762182,0.940316477,0.889748882,0.67879257,0.027160084,-0.77351082,0.68128655,0.00073767,0.008588773,0.713278294,0.624183007,0.453233574,0.014487519,-0.946644656,0.455194358,0.000209888,0.004581356,0.47127623,0.422772618,0.121792226,0.009042778,-0.479325351,0.12125903,8.18E-05,0.002859577,0.135362917,0.103543172,0.345665635,0.009056798,-0.457300413,0.346749226,8.20E-05,0.002864011,0.356897145,0.330065359,58960.2,239.738654,0.39806707,58960.5,57474.62222,75.81201898,59352,58676,0.983455452,0.001158648,0.128033685,0.983316133,1.34E-06,0.000366397,0.985122119,0.981750946,0.000189198,0.000120262,0.475376944,0.000171999,1.45E-08,3.80E-05,0.000429997,0,0.000378397,0.000240525,0.475376944,0.000343997,5.79E-08,7.61E-05,0.000859993,0,1,1,0.005187
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,act_softplus,2,1,,0,,0,softplus,1,,0,,0,0.347790572,0.913500011,0.371007834,0.90528333,1.222682047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.58,11.59517489,0.126760725,16,134.4480808,1.159517489,39,0,18.13,13.05749137,0.382205398,15,170.4980808,1.305749137,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081075023,0.690712571,0.641820375,0.76298668,0.477083856,0.069071257,2.397986,0.32309708,0.700585938,0.242042595,-1.117174796,0.8203125,0.058584618,0.02420426,0.9296875,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986498108,0.001158777,-0.227552129,0.986326109,1.34E-06,0.000366437,0.987788098,0.984520124,0.921861025,0.018234928,-0.746709031,0.92870657,0.000332513,0.005766391,0.940316477,0.889404885,0.678861369,0.027116262,-0.75273039,0.681372549,0.000735292,0.008574915,0.713450292,0.624699002,0.453336773,0.014438792,-0.922041364,0.455538356,0.000208479,0.004565947,0.471620227,0.423116615,0.121998624,0.009147082,-0.480810399,0.121345029,8.37E-05,0.002892561,0.135878913,0.103543172,0.345528036,0.008918331,-0.441063497,0.346491228,7.95E-05,0.002820224,0.35620915,0.330753354,58959.4,237.4990994,0.411115215,58955,56405.82222,75.10380964,59349,58677,0.983474372,0.00116316,0.132022661,0.983324733,1.35E-06,0.000367823,0.985156519,0.981750946,0.000240798,0.000184893,0.741301343,0.000171999,3.42E-08,5.85E-05,0.000601995,0,0.000481596,0.000369786,0.741301343,0.000343997,1.37E-07,0.000116937,0.00120399,0,1,1,0.005187
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,act_softplus,3,1,,0,,0,softplus,1,,0,,0,0.347174075,0.914099991,0.370302923,0.90543336,1.212606788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,11.78982612,0.11881883,17.5,139,1.178982612,39,0,16.18,11.01457253,0.35736593,13.5,121.3208081,1.101457253,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.080169153,0.68925417,0.647197611,0.79845865,0.47507131,0.068925417,2.3947678,0.32715386,0.696914063,0.242517629,-1.102106203,0.814453125,0.058814801,0.024251763,0.93359375,0.09765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986498108,0.001158777,-0.227552129,0.986326109,1.34E-06,0.000366437,0.987788098,0.984520124,0.921861025,0.018184385,-0.739370359,0.928620571,0.000330672,0.005750407,0.940144479,0.889576883,0.67874097,0.027220717,-0.7638304,0.680856553,0.000740967,0.008607946,0.713450292,0.624011008,0.452975576,0.014272593,-0.997605823,0.45502236,0.000203707,0.00451339,0.470588235,0.422600619,0.121998624,0.008981721,-0.550668289,0.121431029,8.07E-05,0.00284027,0.135362917,0.103543172,0.345700034,0.008998686,-0.416737763,0.346749226,8.10E-05,0.002845635,0.356553148,0.330925353,58961.3,237.8197497,0.452842784,58954.5,56558.23333,75.20520815,59353,58689,0.983439972,0.001170961,0.170496633,0.983290334,1.37E-06,0.00037029,0.985122119,0.981768146,0.000214998,0.000135977,0,0.000214998,1.85E-08,4.30E-05,0.000429997,0,0.000429997,0.000271954,0,0.000429997,7.40E-08,8.60E-05,0.000859993,0,1,1,0.005187
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,act_softplus,4,1,,0,,0,softplus,1,,0,,0,0.348098635,0.913500011,0.371409841,0.9051,1.238762097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.66,11.57515626,-0.071579323,19.5,133.9842424,1.157515626,41,0,19.19,11.36510253,0.057810036,17.5,129.1655556,1.136510253,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078808674,0.697299836,0.636071804,0.76915762,0.486227061,0.069729984,2.4583862,0.32090658,0.697695313,0.246364411,-1.118663202,0.81640625,0.060695423,0.024636441,0.9296875,0.08984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986498108,0.001158777,-0.227552129,0.986326109,1.34E-06,0.000366437,0.987788098,0.984520124,0.921998624,0.018161268,-0.72783609,0.928964568,0.000329832,0.005743097,0.940316477,0.890092879,0.678895769,0.027193007,-0.761205144,0.681630547,0.00073946,0.008599184,0.71379429,0.624355005,0.453233574,0.014400587,-0.920981643,0.455452356,0.000207377,0.004553865,0.471792226,0.422944616,0.121912625,0.009093652,-0.469300576,0.121431029,8.27E-05,0.002875665,0.135878913,0.103543172,0.345734434,0.008896928,-0.454595843,0.346835225,7.92E-05,0.002813456,0.356381149,0.330753354,58961.4,234.7543397,0.41949896,58962,55109.6,74.2358404,59350,58681,0.983453732,0.001158635,0.116006975,0.983307534,1.34E-06,0.000366393,0.985087719,0.981750946,0.000257998,0.00010726,-1.718107984,0.000257998,1.15E-08,3.39E-05,0.000343997,0,0.000515996,0.00021452,-1.718107984,0.000515996,4.60E-08,6.78E-05,0.000687994,0,1,1,0.005187
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,act_softplus,5,1,,0,,0,softplus,1,,0,,0,0.347527915,0.913999975,0.370735092,0.90525,1.531994121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.17,14.10999717,0.122981735,20.5,199.0920202,1.410999717,45,0,17.25,11.71408114,0.259075483,15.5,137.219697,1.171408114,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083306992,0.688314987,0.646679555,0.7747394,0.473777521,0.068831499,2.4205697,0.32941943,0.69578125,0.240415812,-1.072760656,0.802734375,0.057799763,0.024041581,0.9296875,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986498108,0.001158777,-0.227552129,0.986326109,1.34E-06,0.000366437,0.987788098,0.984520124,0.921947024,0.018193014,-0.741151857,0.928878569,0.000330986,0.005753136,0.940316477,0.889748882,0.678878569,0.027127721,-0.770906785,0.68128655,0.000735913,0.008578539,0.713278294,0.624355005,0.453164775,0.014310279,-0.958608936,0.455194358,0.000204784,0.004525307,0.47127623,0.422944616,0.121981424,0.009203239,-0.42898467,0.12125903,8.47E-05,0.00291032,0.13622291,0.103543172,0.345648435,0.009245075,-0.376821831,0.346319229,8.55E-05,0.002923549,0.357241142,0.330237358,58955.9,240.6493299,0.417516309,58958.5,57912.1,76.1,59355,58675,0.983467492,0.001154651,0.146764023,0.983298934,1.33E-06,0.000365133,0.985104919,0.981768146,0.000240798,0.000189285,0.784669003,0.000171999,3.58E-08,5.99E-05,0.000601995,0,0.000481596,0.000378571,0.784669003,0.000343997,1.43E-07,0.000119715,0.00120399,0,1,1,0.005187
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,epoch_10,1,1,,0,,0,,0,,0,10,1,2.147321276,0.273699999,2.163467066,0.26366666,11.29580293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.686548085,0.479437116,1.5,2.844444444,0.533333333,5,0,1.7,1.251665557,0.705443014,1,1.566666667,0.395811403,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41917373,0.163717389,0.644157883,2.3754442,0.026803383,0.051771984,2.713225,2.205431,0.14921875,0.053299601,0.289580715,0.1484375,0.002840847,0.016854814,0.234375,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983264534,0.000692993,0.490023011,0.983144135,4.80E-07,0.000219144,0.984520124,0.982284142,0.888407293,0.001278922,-1.018465138,0.88880289,1.64E-06,0.000404431,0.889920881,0.885792914,0.616873065,0.004380809,0.813412994,0.615583075,1.92E-05,0.001385334,0.625043,0.612831097,0.414035088,0.001625263,1.218775479,0.413484692,2.64E-06,0.000513953,0.417268662,0.4124527,0.085534916,0.004458014,0.827567073,0.083935329,1.99E-05,0.001409748,0.09373925,0.080839353,0.341486068,0.004662118,0.187385374,0.341503268,2.17E-05,0.001474291,0.348813209,0.335225318,59329,32.8734949,0.902784088,59318.5,1080.666667,10.39551185,59390,59294,0.98127451,0.000449327,0.147991683,0.98119195,2.02E-07,0.00014209,0.981991744,0.980564155,0.000189198,0.00013323,0.484122918,0.000171999,1.78E-08,4.21E-05,0.000429997,0,0.000378397,0.000266459,0.484122918,0.000343997,7.10E-08,8.43E-05,0.000859993,0,1,1,0.646563
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,epoch_10,2,1,,0,,0,,0,,0,10,1,2.147056466,0.273699999,2.16322621,0.26421666,1.145339155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.173787791,-0.989352873,3,1.377777778,0.371184291,4,0,2.3,1.059349905,-1.444001611,3,1.122222222,0.334995854,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42554614,0.186984093,0.140370408,2.4259891,0.034963051,0.059129562,2.6824663,2.1724496,0.16328125,0.069920784,-0.066834401,0.169921875,0.004888916,0.022110893,0.26171875,0.0703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983264534,0.000729954,0.489065767,0.983144135,5.33E-07,0.000230832,0.984520124,0.982284142,0.888338493,0.001226441,-1.102291468,0.88880289,1.50E-06,0.000387835,0.889748882,0.885792914,0.616924665,0.004376718,0.84267566,0.615583075,1.92E-05,0.00138404,0.625214998,0.613003096,0.414103887,0.001543096,1.410586664,0.413484692,2.38E-06,0.00048797,0.417268662,0.412624699,0.085792914,0.004420807,0.829581281,0.084021328,1.95E-05,0.001397982,0.09373925,0.081527348,0.341572067,0.004666523,0.175672538,0.341503268,2.18E-05,0.001475684,0.348985208,0.335225318,59332,32.35909627,0.861479491,59325,1047.111111,10.23284472,59395,59295,0.98128311,0.000445709,0.080168689,0.98123495,1.99E-07,0.000140946,0.981991744,0.980581355,0.000146199,5.80E-05,0.433637384,0.000171999,3.37E-09,1.84E-05,0.000257998,8.60E-05,0.000292398,0.00011609,0.433637384,0.000343997,1.35E-08,3.67E-05,0.000515996,0.000171999,1,1,0.646563
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,epoch_10,3,1,,0,,0,,0,,0,10,1,2.147463933,0.273600012,2.163551172,0.2639,1.139351869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.686548085,0.910235684,1,2.844444444,0.533333333,5,0,1.4,1.0749677,0.322013253,1,1.155555556,0.339934634,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42181643,0.169954303,0.35275187,2.4010563,0.028884465,0.05374427,2.7053292,2.1984441,0.152734375,0.051145528,-0.016327928,0.146484375,0.002615865,0.016173636,0.23046875,0.0703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983264534,0.000720891,0.557543967,0.983058136,5.20E-07,0.000227966,0.984520124,0.982284142,0.888372893,0.001294759,-0.914267132,0.88880289,1.68E-06,0.000409439,0.889920881,0.885792914,0.616890265,0.004388269,0.853233989,0.615583075,1.93E-05,0.001387692,0.625214998,0.613003096,0.413949088,0.001580662,1.445779721,0.413484692,2.50E-06,0.000499849,0.417268662,0.4124527,0.085552116,0.004476519,0.806887488,0.083935329,2.00E-05,0.0014156,0.09373925,0.081011352,0.341451668,0.004601512,0.199547542,0.341503268,2.12E-05,0.001455126,0.348813209,0.335225318,59328.1,31.84144748,0.739388684,59322.5,1013.877778,10.0691498,59388,59292,0.98128311,0.000438422,0.038011588,0.98123495,1.92E-07,0.000138641,0.981957344,0.980581355,0.000111799,9.97E-05,1.41126441,8.60E-05,9.94E-09,3.15E-05,0.000343997,0,0.000223598,0.000199433,1.41126441,0.000171999,3.98E-08,6.31E-05,0.000687994,0,1,1,0.646563
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,epoch_10,4,1,,0,,0,,0,,0,10,1,2.147344398,0.273299992,2.163497286,0.2635,1.47642436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.286683938,-0.555509461,2.5,1.655555556,0.406885187,3,0,1.5,0.707106781,-1.178511302,2,0.5,0.223606798,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39704862,0.187545451,0.288285035,2.3717412,0.035173296,0.059307079,2.688183,2.1403992,0.1703125,0.071938189,0.16076021,0.16015625,0.005175103,0.022748853,0.2734375,0.07421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983281734,0.000715169,0.48965708,0.983144135,5.11E-07,0.000226156,0.984520124,0.982284142,0.888441692,0.001327847,-0.832612185,0.88880289,1.76E-06,0.000419902,0.890264878,0.885792914,0.616907465,0.004379158,0.809367992,0.615583075,1.92E-05,0.001384811,0.625043,0.613003096,0.414069487,0.00156215,1.422732596,0.413484692,2.44E-06,0.000493995,0.417268662,0.412796698,0.085569315,0.004469207,0.7953321,0.083935329,2.00E-05,0.001413287,0.09373925,0.080839353,0.341451668,0.004654074,0.167549639,0.341503268,2.17E-05,0.001471747,0.348813209,0.335225318,59330.6,29.95255508,0.831851586,59322.5,897.1555556,9.471829578,59389,59295,0.98127967,0.000443224,0.129623994,0.98121775,1.96E-07,0.00014016,0.981991744,0.980598555,0.000128999,7.31E-05,0,0.000128999,5.34E-09,2.31E-05,0.000257998,0,0.000257998,0.000146171,0,0.000257998,2.14E-08,4.62E-05,0.000515996,0,1,1,0.646563
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,epoch_10,5,1,,0,,0,,0,,0,10,1,2.147335691,0.273400009,2.163529596,0.2642,1.499198294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.646545205,0.126942396,2.5,2.711111111,0.520683312,5,0,1.2,0.918936583,-0.472514137,1.5,0.844444444,0.290593263,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41464027,0.172017686,-0.021005476,2.42287185,0.029590084,0.054396769,2.6588504,2.171562,0.159375,0.058283321,0.437042937,0.150390625,0.003396946,0.018430804,0.25390625,0.08984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983247334,0.000707777,0.489373775,0.983144135,5.01E-07,0.000223819,0.984520124,0.982284142,0.888441692,0.001302857,-1.006075992,0.888888889,1.70E-06,0.000412,0.889920881,0.885792914,0.616907465,0.004372398,0.821208944,0.615497076,1.91E-05,0.001382674,0.625043,0.613003096,0.413983488,0.001608287,1.291640071,0.413484692,2.59E-06,0.000508585,0.417268662,0.4124527,0.085534916,0.004518798,0.772978433,0.083935329,2.04E-05,0.001428969,0.09373925,0.080839353,0.341417269,0.004609506,0.144602887,0.341503268,2.12E-05,0.001457654,0.348469212,0.335225318,59330.5,31.85121662,0.803596665,59322.5,1014.5,10.07223908,59390,59295,0.98127107,0.000438096,0.108787852,0.981174751,1.92E-07,0.000138538,0.981957344,0.980581355,0.000146199,8.16E-05,-0.23424279,0.000171999,6.66E-09,2.58E-05,0.000257998,0,0.000292398,0.000163172,-0.23424279,0.000343997,2.66E-08,5.16E-05,0.000515996,0,1,1,0.646563
config_random_4ad0c8af-b01a-42e9-b6d0-f19ce18948a8,epoch_2,1,1,,0,,0,,0,,0,2,1,2.548562798,0.114100002,2.568713899,0.10881667,7.452652097,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0.5,0.707106781,,0.5,0.5,0.5,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,2.619408,0.006163143,,2.619408,3.80E-05,0.004358,2.623766,2.61505,0.09765625,0.011048543,,0.09765625,0.00012207,0.0078125,0.10546875,0.08984375,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0.98254214,0.000364864,,0.98254214,1.33E-07,0.000257998,0.982800138,0.982284142,0.886394909,0.00085135,,0.886394909,7.25E-07,0.000601995,0.886996904,0.885792914,0.613003096,0,,0.613003096,0,0,0.613003096,0.613003096,0.413484692,0.000243243,,0.413484692,5.92E-08,0.000171999,0.413656691,0.413312693,0.082129343,0.000121621,,0.082129343,1.48E-08,8.60E-05,0.082215342,0.082043344,0.335569315,0.000486486,,0.335569315,2.37E-07,0.000343997,0.335913313,0.335225318,59321,8.485281374,,59321,72,6,59327,59315,0.980744754,0.000206756,,0.980744754,4.27E-08,0.000146199,0.980890953,0.980598555,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0.80163
