,,,num_fault,vl_opt,lb_opt,vl_lr,lb_lr,vl_act,lb_act,vl_loss,lb_loss,vl_epoch,lb_epoch,ft_val_loss,ft_val_accuracy,ft_loss,ft_accuracy,time,autoTrainer,ft_not_converge_mean,ft_not_converge_std,ft_not_converge_skew,ft_not_converge_median,ft_not_converge_var,ft_not_converge_sem,ft_not_converge_max,ft_not_converge_min,ft_unstable_loss_mean,ft_unstable_loss_std,ft_unstable_loss_skew,ft_unstable_loss_median,ft_unstable_loss_var,ft_unstable_loss_sem,ft_unstable_loss_max,ft_unstable_loss_min,ft_nan_loss_mean,ft_nan_loss_std,ft_nan_loss_skew,ft_nan_loss_median,ft_nan_loss_var,ft_nan_loss_sem,ft_nan_loss_max,ft_nan_loss_min,ft_test_not_well_mean,ft_test_not_well_std,ft_test_not_well_skew,ft_test_not_well_median,ft_test_not_well_var,ft_test_not_well_sem,ft_test_not_well_max,ft_test_not_well_min,ft_test_turn_bad_mean,ft_test_turn_bad_std,ft_test_turn_bad_skew,ft_test_turn_bad_median,ft_test_turn_bad_var,ft_test_turn_bad_sem,ft_test_turn_bad_max,ft_test_turn_bad_min,ft_sc_accuracy_mean,ft_sc_accuracy_std,ft_sc_accuracy_skew,ft_sc_accuracy_median,ft_sc_accuracy_var,ft_sc_accuracy_sem,ft_sc_accuracy_max,ft_sc_accuracy_min,ft_died_relu_mean,ft_died_relu_std,ft_died_relu_skew,ft_died_relu_median,ft_died_relu_var,ft_died_relu_sem,ft_died_relu_max,ft_died_relu_min,ft_vanish_gradient_mean,ft_vanish_gradient_std,ft_vanish_gradient_skew,ft_vanish_gradient_median,ft_vanish_gradient_var,ft_vanish_gradient_sem,ft_vanish_gradient_max,ft_vanish_gradient_min,ft_explode_gradient_mean,ft_explode_gradient_std,ft_explode_gradient_skew,ft_explode_gradient_median,ft_explode_gradient_var,ft_explode_gradient_sem,ft_explode_gradient_max,ft_explode_gradient_min,ft_nan_gradient_mean,ft_nan_gradient_std,ft_nan_gradient_skew,ft_nan_gradient_median,ft_nan_gradient_var,ft_nan_gradient_sem,ft_nan_gradient_max,ft_nan_gradient_min,ft_large_weight_mean,ft_large_weight_std,ft_large_weight_skew,ft_large_weight_median,ft_large_weight_var,ft_large_weight_sem,ft_large_weight_max,ft_large_weight_min,ft_nan_weight_mean,ft_nan_weight_std,ft_nan_weight_skew,ft_nan_weight_median,ft_nan_weight_var,ft_nan_weight_sem,ft_nan_weight_max,ft_nan_weight_min,ft_weight_change_little_mean,ft_weight_change_little_std,ft_weight_change_little_skew,ft_weight_change_little_median,ft_weight_change_little_var,ft_weight_change_little_sem,ft_weight_change_little_max,ft_weight_change_little_min,ft_decrease_acc_mean,ft_decrease_acc_std,ft_decrease_acc_skew,ft_decrease_acc_median,ft_decrease_acc_var,ft_decrease_acc_sem,ft_decrease_acc_max,ft_decrease_acc_min,ft_increase_loss_mean,ft_increase_loss_std,ft_increase_loss_skew,ft_increase_loss_median,ft_increase_loss_var,ft_increase_loss_sem,ft_increase_loss_max,ft_increase_loss_min,ft_cons_mean_weight_mean,ft_cons_mean_weight_std,ft_cons_mean_weight_skew,ft_cons_mean_weight_median,ft_cons_mean_weight_var,ft_cons_mean_weight_sem,ft_cons_mean_weight_max,ft_cons_mean_weight_min,ft_cons_std_weight_mean,ft_cons_std_weight_std,ft_cons_std_weight_skew,ft_cons_std_weight_median,ft_cons_std_weight_var,ft_cons_std_weight_sem,ft_cons_std_weight_max,ft_cons_std_weight_min,ft_nan_acc_mean,ft_nan_acc_std,ft_nan_acc_skew,ft_nan_acc_median,ft_nan_acc_var,ft_nan_acc_sem,ft_nan_acc_max,ft_nan_acc_min,ft_NC0.1_mean,ft_NC0.1_std,ft_NC0.1_skew,ft_NC0.1_median,ft_NC0.1_var,ft_NC0.1_sem,ft_NC0.1_max,ft_NC0.1_min,ft_NC0.3_mean,ft_NC0.3_std,ft_NC0.3_skew,ft_NC0.3_median,ft_NC0.3_var,ft_NC0.3_sem,ft_NC0.3_max,ft_NC0.3_min,ft_NC0.5_mean,ft_NC0.5_std,ft_NC0.5_skew,ft_NC0.5_median,ft_NC0.5_var,ft_NC0.5_sem,ft_NC0.5_max,ft_NC0.5_min,ft_NC0.7_mean,ft_NC0.7_std,ft_NC0.7_skew,ft_NC0.7_median,ft_NC0.7_var,ft_NC0.7_sem,ft_NC0.7_max,ft_NC0.7_min,ft_NC0.9_mean,ft_NC0.9_std,ft_NC0.9_skew,ft_NC0.9_median,ft_NC0.9_var,ft_NC0.9_sem,ft_NC0.9_max,ft_NC0.9_min,ft_TKNC_mean,ft_TKNC_std,ft_TKNC_skew,ft_TKNC_median,ft_TKNC_var,ft_TKNC_sem,ft_TKNC_max,ft_TKNC_min,ft_TKNP_mean,ft_TKNP_std,ft_TKNP_skew,ft_TKNP_median,ft_TKNP_var,ft_TKNP_sem,ft_TKNP_max,ft_TKNP_min,ft_KMNC_mean,ft_KMNC_std,ft_KMNC_skew,ft_KMNC_median,ft_KMNC_var,ft_KMNC_sem,ft_KMNC_max,ft_KMNC_min,ft_NBC_mean,ft_NBC_std,ft_NBC_skew,ft_NBC_median,ft_NBC_var,ft_NBC_sem,ft_NBC_max,ft_NBC_min,ft_SNAC_mean,ft_SNAC_std,ft_SNAC_skew,ft_SNAC_median,ft_SNAC_var,ft_SNAC_sem,ft_SNAC_max,ft_SNAC_min,is_kill,is_faulty,impact_val_acc
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,loss_mean_squared_error,2,1,,0,,0,,0,mean_squared_error,1,,0,0.026739602,0.981999993,0.026670367,0.98441666,1.274861436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35555556,12.67777947,0.005705426,17.5,160.7260924,1.336355294,37,0,12.36666667,9.808789913,0.194548961,10,96.21235955,1.03393724,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040900755,0.015823813,3.69447118,0.037625995,0.000250393,0.001667976,0.14111112,0.026004389,0.956814236,0.102874722,-7.297135796,0.9765625,0.010583208,0.010843948,0.99609375,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971534228,0.001195084,-1.41106228,0.972050224,1.43E-06,0.000377919,0.97248022,0.969384245,0.917389061,0.010580067,-0.954912054,0.922256622,0.000111938,0.003345711,0.926384589,0.897832817,0.796181631,0.03191768,-1.488418094,0.807361541,0.001018738,0.010093257,0.825765394,0.724458204,0.432163743,0.0353934,-0.501119476,0.438424493,0.001252693,0.011192376,0.478500172,0.372721018,0.194822841,0.016097791,-1.523397739,0.199690402,0.000259139,0.005090568,0.209838321,0.158066735,0.237633299,0.003796285,-2.297622529,0.238648091,1.44E-05,0.001200491,0.240798074,0.227726178,58067,210.8885962,-0.560842219,58135,44474,66.68882965,58330,57715,0.982920537,0.001079747,-0.473129614,0.982920537,1.17E-06,0.000341446,0.984399725,0.980856553,0.000292398,0.000100945,0.041223036,0.000300998,1.02E-08,3.19E-05,0.000429997,0.000171999,0.000584795,0.00020189,0.041223036,0.000601995,4.08E-08,6.38E-05,0.000859993,0.000343997,1,1,0.003877
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,loss_mean_squared_error,3,1,,0,,0,,0,mean_squared_error,1,,0,0.026660915,0.982200027,0.026676166,0.9842333,1.268653321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53333333,8.249208338,0.003891619,13.5,68.0494382,0.869542908,28,0,15.26666667,9.301202049,-0.031094828,16,86.51235955,0.980432782,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040823112,0.016124017,3.708873907,0.03691711,0.000259984,0.001699621,0.14302486,0.02617685,0.957986111,0.105739566,-7.165163019,0.9765625,0.011180856,0.011145929,1,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971362229,0.001347627,-1.255227613,0.972050224,1.82E-06,0.000426157,0.97248022,0.96869625,0.914929481,0.010041342,-0.547873546,0.917354661,0.000100829,0.003175351,0.925524596,0.897832817,0.797592019,0.031726772,-1.485163927,0.806673547,0.001006588,0.010032886,0.827829377,0.725490196,0.432989336,0.037948144,-0.367713387,0.437994496,0.001440062,0.012000257,0.484176127,0.37254902,0.197901617,0.015011844,-1.578388007,0.20123839,0.000225355,0.004747162,0.212590299,0.162882697,0.240419677,0.004003296,-2.115746028,0.241486068,1.60E-05,0.001265953,0.244238046,0.230306158,58108.4,184.0345378,-0.736300068,58091,33868.71111,58.19683077,58332,57737,0.98249226,0.000788632,-0.761173752,0.98252494,6.22E-07,0.000249387,0.983470932,0.980942552,0.000240798,0.000145042,1.952490284,0.000171999,2.10E-08,4.59E-05,0.000601995,8.60E-05,0.000481596,0.000290084,1.952490284,0.000343997,8.41E-08,9.17E-05,0.00120399,0.000171999,1,1,0.003877
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,loss_mean_squared_error,4,1,,0,,0,,0,mean_squared_error,1,,0,0.026678013,0.982599974,0.026663813,0.98448336,0.977067412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.62222222,12.01551224,-0.031152781,19.5,144.3725343,1.266546197,41,0,17.34444444,11.52638508,0.122200891,16.5,132.8575531,1.214987668,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041076679,0.015946859,3.666090596,0.038086825,0.000254302,0.001680946,0.14224292,0.026997836,0.955642361,0.101397458,-7.121946621,0.974609375,0.010281444,0.010688231,0.99609375,0.11328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971155831,0.001420768,-1.087679679,0.971964224,2.02E-06,0.000449286,0.972308222,0.968524252,0.914172687,0.009486815,-0.410593253,0.915548676,9.00E-05,0.002999994,0.925180599,0.898176815,0.798056416,0.030208653,-1.477712841,0.806845545,0.000912563,0.009552815,0.827313381,0.729446164,0.432714138,0.038053725,-0.292772225,0.437650499,0.001448086,0.012033645,0.48503612,0.374441004,0.196646027,0.014851771,-1.55581919,0.199690402,0.000220575,0.004696542,0.210870313,0.162022704,0.239060888,0.003702701,-2.183502713,0.240196078,1.37E-05,0.001170897,0.242174063,0.229618163,58057.4,264.5054925,-1.668953325,58136.5,69963.15556,83.64398099,58302,57435,0.98252494,0.000649711,-0.512790193,0.982610939,4.22E-07,0.000205457,0.983350533,0.981338149,0.000189198,0.000120262,-0.134080677,0.000214998,1.45E-08,3.80E-05,0.000343997,0,0.000378397,0.000240525,-0.134080677,0.000429997,5.79E-08,7.61E-05,0.000687994,0,1,1,0.003877
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,loss_mean_squared_error,5,1,,0,,0,,0,mean_squared_error,1,,0,0.02668636,0.982900023,0.026670433,0.9845167,1.462070738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.76666667,13.73591209,-0.001602395,23.5,188.6752809,1.447892265,48,0,19.13333333,11.2581556,-0.102777852,20,126.7460674,1.186713798,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041206124,0.016115105,3.525256136,0.03787773,0.000259697,0.001698681,0.14064662,0.026560938,0.952994792,0.104940661,-6.929275086,0.9765625,0.011012542,0.011061717,0.99609375,0.09765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971396629,0.001287248,-1.319686851,0.972136223,1.66E-06,0.000407063,0.972308222,0.969040248,0.916529068,0.010193343,-0.774816049,0.92122463,0.000103904,0.003223418,0.925524596,0.89869281,0.798125215,0.03003707,-1.489015253,0.806845545,0.000902226,0.009498556,0.826797386,0.729618163,0.433642931,0.035233447,-0.525245443,0.440316477,0.001241396,0.011141794,0.477124183,0.375128999,0.196835225,0.015233335,-1.582018547,0.199518404,0.000232054,0.004817204,0.212074303,0.160990712,0.239422085,0.003504347,-2.254681375,0.240282078,1.23E-05,0.001108172,0.24251806,0.230306158,58127.8,190.1027792,-0.866263553,58149.5,36139.06667,60.11577719,58324,57764,0.982643619,0.000858633,-0.378383587,0.982645339,7.37E-07,0.000271524,0.98376333,0.981062951,0.000189198,0.000113223,0.642699983,0.000171999,1.28E-08,3.58E-05,0.000429997,0,0.000378397,0.000226447,0.642699983,0.000343997,5.13E-08,7.16E-05,0.000859993,0,1,1,0.003877
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-11,1,1,,0,1.00E-11,1,,0,,0,,0,2.685895418,0.091399997,2.671456275,0.0919,3.892024159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.957427108,0.854563038,0.5,0.916666667,0.478713554,2,0,0.25,0.5,2,0,0.25,0.25,1,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.66914065,0.050899794,1.726815779,2.6503153,0.002590789,0.025449897,2.7436502,2.6322818,0.080078125,0.013342384,-0.752837199,0.08203125,0.000178019,0.006671192,0.09375,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-11,2,1,,0,1.00E-11,1,,0,,0,,0,2.685895466,0.091399997,2.671456297,0.0919,1.189271033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.577350269,0,0.5,0.333333333,0.288675135,1,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.6442809,0.047698309,-0.26019867,2.6463829,0.002275129,0.023849155,2.700326,2.5840318,0.100585938,0.00373995,0.854563038,0.099609375,1.40E-05,0.001869975,0.10546875,0.09765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-11,3,1,,0,1.00E-11,1,,0,,0,,0,2.685895466,0.091399997,2.671456293,0.0919,1.16238445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.957427108,0.854563038,0.5,0.916666667,0.478713554,2,0,0.5,0.577350269,0,0.5,0.333333333,0.288675135,1,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.677861875,0.03460498,-0.497323343,2.6835247,0.001197505,0.01730249,2.7085443,2.6358538,0.084960938,0.013671875,0.320699708,0.083984375,0.00018692,0.006835938,0.1015625,0.0703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-11,4,1,,0,1.00E-11,1,,0,,0,,0,2.685895466,0.091399997,2.671456302,0.0919,0.945121527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,2,0,0.25,0.25,1,0,0.75,0.5,-2,1,0.25,0.25,1,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.659821525,0.030315433,-1.811712702,2.67100775,0.000919025,0.015157717,2.6822236,2.615047,0.094726563,0.015746597,1.469334548,0.08984375,0.000247955,0.007873299,0.1171875,0.08203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-11,5,1,,0,1.00E-11,1,,0,,0,,0,2.685895466,0.091399997,2.671456308,0.0919,1.414968729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.957427108,0.854563038,0.5,0.916666667,0.478713554,2,0,0.25,0.5,2,0,0.25,0.25,1,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.6586278,0.041120403,0.906514226,2.6521799,0.001690888,0.020560201,2.714558,2.6155934,0.088867188,0.012092562,1.137624367,0.0859375,0.00014623,0.006046281,0.10546875,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-13,1,1,,0,1.00E-13,1,,0,,0,,0,2.685895418,0.091399997,2.671456299,0.0919,4.240655184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,2,0,0.25,0.25,1,0,0.25,0.5,2,0,0.25,0.25,1,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.6638241,0.039350614,-0.871469179,2.6699158,0.001548471,0.019675307,2.7047842,2.6106806,0.0859375,0.019400605,-1.371335075,0.091796875,0.000376383,0.009700302,0.1015625,0.05859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-13,2,1,,0,1.00E-13,1,,0,,0,,0,2.685895466,0.091399997,2.671456299,0.0919,1.165691257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,-2,1,0.25,0.25,1,0,0,0,0,0,0,0,0,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.638634925,0.054182402,-0.213411218,2.64068125,0.002935733,0.027091201,2.7019432,2.571234,0.098632813,0.017865134,-0.196002928,0.099609375,0.000319163,0.008932567,0.1171875,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-13,3,1,,0,1.00E-13,1,,0,,0,,0,2.685895466,0.091399997,2.67145629,0.0919,1.117762208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.957427108,0.854563038,0.5,0.916666667,0.478713554,2,0,0.75,0.957427108,0.854563038,0.5,0.916666667,0.478713554,2,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.696811375,0.100845079,0.148341218,2.6942358,0.01016973,0.050422539,2.8218784,2.5768955,0.0859375,0.017758049,0.894074346,0.08203125,0.000315348,0.008879025,0.109375,0.0703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-13,4,1,,0,1.00E-13,1,,0,,0,,0,2.685895466,0.091399997,2.671456292,0.0919,0.846653879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.957427108,-0.854563038,1.5,0.916666667,0.478713554,2,0,1.25,0.957427108,-0.854563038,1.5,0.916666667,0.478713554,2,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.650420875,0.058530574,-0.149374349,2.65440045,0.003425828,0.029265287,2.7055542,2.5873284,0.091796875,0.028616225,0.671501512,0.087890625,0.000818888,0.014308113,0.12890625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_1e-13,5,1,,0,1.00E-13,1,,0,,0,,0,2.685895466,0.091399997,2.671456289,0.0919,1.343167126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,-2,1,0.25,0.25,1,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,7.5,6.454972244,0,7.5,41.66666667,3.227486122,15,0,0,0,0,0,0,0,0,0,2.625751575,0.063373609,-0.747160669,2.63770125,0.004016214,0.031686804,2.6835058,2.544098,0.11328125,0.016572815,-0.366647961,0.115234375,0.000274658,0.008286408,0.12890625,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.89641
config_random_1ed98a53-6d6f-466d-81ba-ffd8a252f5b8,lr_6.0,1,0,,0,6,0,,0,,0,,0,0.134789014,0.974300027,0.060059387,0.99146664,4.478863902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0.527046277,-0.271052371,1,0.277777778,0.175682092,1,0,0.666666667,0.707106781,0.606091527,1,0.5,0.23570226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370892116,0.882058265,2.99644544,0.091666475,0.778026783,0.294019422,2.7223256,0.042020634,0.888454861,0.296650763,-2.996058168,0.98828125,0.088001675,0.098883588,1,0.09765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971448228,,,0.971448228,,,0.971448228,0.971448228,0.836773306,,,0.836773306,,,0.836773306,0.836773306,0.637598899,,,0.637598899,,,0.637598899,0.637598899,0.397832817,,,0.397832817,,,0.397832817,0.397832817,0.063639491,,,0.063639491,,,0.063639491,0.063639491,0.525971792,,,0.525971792,,,0.525971792,0.525971792,58095,,,58095,,,58095,58095,0.971551428,,,0.971551428,,,0.971551428,0.971551428,0,,,0,,,0,0,0,,,0,,,0,0,0,0,-0.002497
